number_plates/licensed_car_88.jpeg,1011,571,1426,745,license_plate
number_plates/licensed_car_21.jpeg,273,3,511,66,license_plate
number_plates/licensed_car_57.jpeg,148,182,287,234,license_plate
number_plates/licensed_car_203.jpeg,244,230,377,304,license_plate
number_plates/licensed_car_160.jpeg,1017,615,1272,678,license_plate
number_plates/licensed_car_229.jpeg,102,134,262,200,license_plate
number_plates/licensed_car_187.jpeg,233,178,355,224,license_plate
number_plates/licensed_car_191.jpeg,333,934,646,1062,license_plate
number_plates/licensed_car_129.jpeg,138,137,378,208,license_plate
number_plates/licensed_car_37.jpeg,122,108,192,170,license_plate
number_plates/licensed_car_157.jpeg,63,127,291,224,license_plate
number_plates/licensed_car_222.jpeg,141,221,351,273,license_plate
number_plates/licensed_car_1.jpeg,80,382,288,449,license_plate
number_plates/licensed_car_52.jpeg,49,292,196,346,license_plate
number_plates/licensed_car_149.jpeg,179,265,344,321,license_plate
number_plates/licensed_car_130.jpeg,14,13,499,116,license_plate
number_plates/licensed_car_151.jpeg,95,96,200,141,license_plate
number_plates/licensed_car_103.jpeg,300,190,2343,716,license_plate
number_plates/licensed_car_99.jpeg,101,117,258,191,license_plate
number_plates/licensed_car_116.jpeg,115,126,522,326,license_plate
number_plates/licensed_car_87.jpeg,785,651,1080,742,license_plate
number_plates/licensed_car_202.jpeg,99,205,409,311,license_plate
number_plates/licensed_car_74.jpeg,159,163,343,226,license_plate
number_plates/licensed_car_214.jpeg,143,244,339,321,license_plate
number_plates/licensed_car_210.jpeg,131,104,405,226,license_plate
number_plates/licensed_car_121.jpeg,27,37,429,130,license_plate
number_plates/licensed_car_236.jpeg,16,19,367,126,license_plate
number_plates/licensed_car_20.jpeg,148,178,355,275,license_plate
number_plates/licensed_car_188.jpeg,787,241,1047,302,license_plate
number_plates/licensed_car_71.jpeg,141,248,343,312,license_plate
number_plates/licensed_car_106.jpeg,230,187,327,249,license_plate
number_plates/licensed_car_14.jpeg,151,103,360,186,license_plate
number_plates/licensed_car_92.jpeg,151,354,303,426,license_plate
number_plates/licensed_car_179.jpeg,389,450,600,509,license_plate
number_plates/licensed_car_102.jpeg,128,74,361,202,license_plate
